Year,Rank,NOC,Gold years,Silver years,Bronze years,Total years,Yug_group,Participation_Status
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
